"","INDEX","Sample.id","lat","lon","ref_6","bio4","ai_et0","contrast","ref_4","shannon","bio5","bio17","silt2_1","sand2_1","shannon_species","shannon.red"
"332","38.9203 -106.9486","SRR7011725",38.9203,-106.9486,-0.054162353,0.090521365,-0.40982014,-0.12138231,-0.017892987,0.4709621,0.4141265,0.5196912,1.5456802,-1.0694515,3.967810777,4.20807136625
"333","38.9203 -106.9495","SRR7011960",38.9203,-106.9495,-0.054162353,0.090521365,-0.40982014,-0.12138231,-0.017892987,0.4709621,0.4141265,0.5196912,1.5456802,-1.0694515,4.158091462,4.29544865
"334","38.9205 -106.9513","SRR7011942",38.9205,-106.9513,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.177278446,3.658748702
"335","38.9206 -106.9489","SRR8553626",38.9206,-106.9489,-0.054162353,0.090521365,-0.40982014,-0.12138231,-0.017892987,0.4709621,0.4141265,0.5196912,1.5456802,-1.0694515,4.905801817,5.048401393
"336","38.9206 -106.9514","SRR7011991",38.9206,-106.9514,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.16032207,3.084123495
"337","38.92111111 117.5336111","S315",38.92111111,117.5336111,-0.2841355,0.4323328,-0.49814534,0.32563695,-0.9202044,1.0409838,0.7630181,-0.41410974,1.9359292,-1.7125379,4.807020478,4.807020478
"338","38.9223 -106.9536","SRR7026313",38.9223,-106.9536,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.0511281,3.399656976
"339","38.9223 -106.954","SRR7026237",38.9223,-106.954,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.810722489,3.2292299245
"340","38.9225 -106.9538","SRR7026201",38.9225,-106.9538,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.169275091,3.168850799
"341","38.9228 -106.9541","SRR7026338",38.9228,-106.9541,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.371304373,3.49417075975
"342","38.9354 -106.9424","SRR7015786",38.9354,-106.9424,-0.011770834,0.051406693,-0.4185652,0.2766526,0.00120308,0.8358929,0.38071588,0.5026962,1.2620369,-1.0384382,3.362468315,3.4372951415
"343","38.9355 -106.9424","SRR7012999",38.9355,-106.9424,-0.011770834,0.051406693,-0.4185652,0.2766526,0.00120308,0.8358929,0.38071588,0.5026962,1.2620369,-1.0384382,3.170338557,3.39757151675
"344","38.9362 -106.9425","SRR7015784",38.9362,-106.9425,-0.011770834,0.051406693,-0.4185652,0.2766526,0.00120308,0.8358929,0.38071588,0.5026962,1.2620369,-1.0384382,3.816320363,4.00578367
"345","38.9365 -106.9428","SRR7015886",38.9365,-106.9428,-0.011770834,0.051406693,-0.4185652,0.2766526,0.00120308,0.8358929,0.38071588,0.5026962,1.2620369,-1.0384382,4.194432961,4.28890394825
"346","38.9763 -107.0041","SRR7027366",38.9763,-107.0041,-0.58279395,-0.011622106,-0.3960779,1.0575849,-0.41614836,0.9449865,0.34548455,0.5403166,0.8095858,-0.42212644,3.503100789,3.473806766
"347","38.9765 -107.0043","SRR7027364",38.9765,-107.0043,-0.58279395,-0.011622106,-0.3960779,1.0575849,-0.41614836,0.9449865,0.34548455,0.5403166,0.8095858,-0.42212644,1.999963594,2.0149306305
"348","38.9767 -107.0044","SRR7026570",38.9767,-107.0044,-0.58279395,-0.011622106,-0.3960779,1.0575849,-0.41614836,0.9449865,0.34548455,0.5403166,0.8095858,-0.42212644,4.230084089,4.513067185
"349","38.9821 -107.0102","SRR7011997",38.9821,-107.0102,-0.69608283,-0.024264628,-0.42031422,1.3475567,-0.54467386,1.1167954,0.33404106,0.55862695,0.886174,-0.54381466,3.689334795,3.88860794166667
"350","38.9825 -107.0101","SRR7011999",38.9825,-107.0101,-0.69608283,-0.024264628,-0.42031422,1.3475567,-0.54467386,1.1167954,0.33404106,0.55862695,0.886174,-0.54381466,2.527760689,2.55505892375
"351","38.9827 -107.0102","SRR7012453",38.9827,-107.0102,-0.69608283,-0.024264628,-0.42031422,1.3475567,-0.54467386,1.1167954,0.33404106,0.55862695,0.886174,-0.54381466,3.139436863,3.101859611
"352","38.98472222 117.15","S312",38.98472222,117.15,-0.05156787,0.43388245,-0.50114363,2.3105328,-0.914258,0.52759,0.7658042,-0.39266875,1.4583402,-1.4192375,5.518606316,5.518606316
"353","38.9866 -107.0007","SRR7026199",38.9866,-107.0007,-0.5890181,0.009188576,-0.4256862,0.80255723,-0.4124018,0.93834126,0.36165237,0.5104834,0.75345665,-0.32498613,3.073617116,3.175536196
"354","38.987 -107.0038","SRR7015892",38.987,-107.0038,-0.5890181,0.009188576,-0.4256862,0.80255723,-0.4124018,0.93834126,0.36165237,0.5104834,0.75345665,-0.32498613,3.100686186,3.15945039575
"355","38.9871 -107.0011","SRR7026235",38.9871,-107.0011,-0.5890181,0.009188576,-0.4256862,0.80255723,-0.4124018,0.93834126,0.36165237,0.5104834,0.75345665,-0.32498613,4.111964438,3.97808157
"356","38.99297339 -123.0674491","SRR3954470",38.99297339,-123.0674491,0.33071572,-0.70910615,-0.24578765,0.04884533,-0.98511577,0.7780793,0.8830813,-0.46543658,1.0365123,-0.42266583,4.102437138,3.811961589125
"357","38.99638889 117.1397222","S313",38.99638889,117.1397222,-0.16387548,0.43515748,-0.49239856,NA,-0.92248386,NA,0.7702354,-0.34510398,1.4673272,-1.37158,5.692369608,5.692369608
"358","39.0042816 -77.1012173","SRR4027567",39.0042816,-77.1012173,-0.1967951,-0.025248073,0.06578663,0.75666755,-0.97947437,0.9586964,0.79324925,1.9855705,-2.3699658,-2.7465491,5.546737951,5.33348008673333
"359","39.04416667 117.6555556","S321",39.04416667,117.6555556,-0.21386749,0.4557184,-0.5121374,NA,-0.8469092,NA,0.7931264,-0.42627978,-2.8219986,-3.1185868,4.859176092,4.859176092
"360","39.05 -99.1","SRR6201927",39.05,-99.1,1.0319567,0.28861266,-0.50963885,-0.30194023,-0.8822163,0.13231936,0.9272778,-0.048097666,0.90318036,-2.2498052,2.866696285,2.866696285
"361","39.070856 -96.582821","SRR6201908",39.070856,-96.582821,0.60869116,0.28822127,-0.21080738,-0.25131533,-0.91850674,0.12833428,0.85054815,0.22872518,2.2840986,-2.6665218,3.492392779,3.492392779
"362","39.07361111 117.1497222","S317",39.07361111,117.1497222,-0.27721664,0.4374878,-0.4955218,0.20823279,-0.9309484,0.80103797,0.797723,-0.38782808,1.3658707,-1.6364788,5.509662468,5.509662468
"363","39.0844 -86.4705","SRR8558718",39.0844,-86.4705,0.008181191,0.09600491,0.22244827,-0.1120211,-1.0215034,0.28950378,0.7431099,1.8640279,3.3270104,-2.4634433,4.460468867,4.82402836775
"364","39.11283 117.206366","S400",39.11283,117.206366,-0.31424427,0.44466117,-0.46478915,-0.22805943,-0.92580754,0.2389677,0.8159968,-0.3320552,-2.8940208,-3.14773,5.544078981,5.544078981
"365","39.211666 -96.594768","SRR4027110",39.211666,-96.594768,0.640853,0.31550142,-0.22429977,0.28116676,-0.86286044,0.7321917,0.87886924,0.19699778,2.2074316,-2.4451113,3.185025752,2.75760548185
"366","39.214012 -96.585283","SRR4027089",39.214012,-96.585283,0.4814555,0.31750384,-0.22192611,1.3242712,-0.8780145,1.2913578,0.87943494,0.20268033,2.1428995,-2.4343293,2.870504326,3.34236020535294
"367","39.21916667 117.1230556","S318",39.21916667,117.1230556,-0.08537947,0.44917575,-0.48940027,2.62169,-0.9130046,1.5050664,0.79905015,-0.41174203,-0.020269416,-1.5747193,5.461429852,5.461429852
"368","39.22027778 113.3891667","S285",39.22027778,113.3891667,0.5385962,0.4836878,-0.5969646,1.0718249,-0.8410305,0.8051967,0.647847,-0.45633402,0.30936164,0.30055168,4.333242277,4.333242277
"369","39.22416667 113.3980556","S286",39.22416667,113.3980556,0.50771695,0.48714945,-0.5969646,0.6642165,-0.846363,0.62567276,0.64968973,-0.45633402,0.2814973,0.40163025,4.805001475,4.805001475
"370","39.23550963 -121.2836963","SRR3982751",39.23550963,-121.2836963,0.4186028,-0.47861156,-0.33623666,0.26718143,-0.9466674,0.8632517,0.9632747,-0.41749218,0.7299922,-0.28267306,2.732386369,2.732386369
"371","39.27666667 117.4744444","S324",39.27666667,117.4744444,0.04330195,0.46104634,-0.46516395,5.0834093,-0.90093005,1.3697968,0.7526527,-0.40661198,0.77378345,-1.0108626,5.796506799,5.796506799
"372","39.53 -107.78","SRR3969602",39.53,-107.78,0.11419258,0.10734275,-0.7056533,1.8802979,-0.77097535,1.3348666,0.8540033,0.14585511,0.8880051,-1.0647153,5.719705557,6.67494666582353
"373","39.534762 -107.782602","SRR3989309",39.534762,-107.782602,0.17223981,0.10766294,-0.7051536,1.3566544,-0.77712977,1.1069237,0.86042,0.13920294,1.1107486,-1.1624439,5.931424314,6.3076730013
"374","39.54694444 117.0319444","S325",39.54694444,117.0319444,0.15320867,0.45806986,-0.47191012,1.2152829,-0.93475443,1.3351376,0.76532143,-0.45933312,0.7923946,-0.5500514,5.559625089,5.559625089
"375","39.55 -107.97","SRR4030041",39.55,-107.97,-0.19838427,-0.09247297,-0.5839719,-0.058597762,-0.5822615,0.5766922,0.5424161,0.28102535,0.95910776,-0.6558836,5.128640959,5.4547666372
"376","39.5673 -123.4758","SRR6266480",39.5673,-123.4758,-0.011440807,-0.8468106,0.30427712,0.0068061,-1.0300149,0.6973354,0.70477444,-0.3071679,0.26893058,-0.2934919,3.901275963,4.8491964218
"377","39.58 -0.36","SRR5195112",39.58,-0.36,0.54745114,-0.7818992,-0.61745304,0.12892231,-0.8643509,0.7076741,0.73768044,-0.035722416,0.09274501,-0.9743231,5.352883308,5.352883308
"378","39.61111111 117.025","S326",39.61111111,117.025,0.21539311,0.46680304,-0.47028604,0.40245122,-0.9211956,0.60891914,0.76071465,-0.45633402,0.7495404,-0.48914084,4.485282534,4.485282534
"379","39.63138889 116.585","S77",39.63138889,116.585,0.27148268,0.47332972,-0.46753758,2.1111631,-0.91069406,1.0948026,0.76532143,-0.4784327,0.69861966,-0.25180015,5.299182145,5.299182145
"380","39.6475 -79.9369","SRR8874670",39.6475,-79.9369,0.083636984,-0.021466747,0.17997223,0.98294425,-0.9787936,1.2284081,0.7049499,1.8349838,1.8501409,-1.4510562,4.370948029,5.07616063077778
"381","39.7181 -123.6527","SRR5213075",39.7181,-123.6527,-0.7799974,-0.977463,0.5345223,0.15919581,-1.0904324,0.7630518,0.5826931,-0.27512482,0.70773023,-0.7569748,3.434931337,3.94904485433333
"382","39.718176 -123.652732","SRR3989449",39.718176,-123.652732,-0.7799974,-0.977463,0.5345223,0.15919581,-1.0904324,0.7630518,0.5826931,-0.27512482,0.70773023,-0.7569748,3.928787134,3.928787134
"383","39.7291 -123.6419","SRR5467141",39.7291,-123.6419,-0.78800386,-0.95807993,0.5382702,0.29304662,-1.0916488,0.92105323,0.5956361,-0.27696636,0.75941664,-0.7909094,3.450536547,3.895699067
"384","39.73825 -123.6301","SRR5256712",39.73825,-123.6301,-0.76433194,-0.9392946,0.51365906,0.057439473,-1.0903286,0.7598254,0.6132957,-0.27954453,0.86729187,-0.7277922,3.863232986,4.0241923076
"385","39.7392 -123.6308","SRR5204862",39.7392,-123.6308,-0.76433194,-0.9392946,0.51365906,0.057439473,-1.0903286,0.7598254,0.6132957,-0.27954453,0.86729187,-0.7277922,4.111788093,4.22378932006557
"386","39.929738 116.401988","S405",39.929738,116.401988,-0.37715718,0.46244392,-0.44917294,-0.4065807,-0.95178694,-0.30440417,0.8067831,-0.41802964,-2.8940208,-3.14773,5.460865021,5.460865021
"387","39.938258 116.414341","S401",39.938258,116.414341,-0.4031706,0.46378973,-0.4519214,-0.39537275,-0.963934,-0.16875145,0.8067831,-0.423186,-2.8940208,-3.14773,5.141872134,5.2474146085
"388","4.0627 -73.195","SRR7004200",4.0627,-73.195,0.5779409,-1.6867224,1.2835999,-0.21002689,-0.95202965,0.5196721,0.9020133,1.4076374,-0.23667726,-0.3660146,4.738513183,4.45275414575
"389","4.2396 -73.2024","SRR7004206",4.2396,-73.2024,0.42059976,-1.6926386,1.6231583,-0.12623219,-0.9617718,0.6959146,0.9032417,1.3691751,-0.1279443,-0.02841205,2.841893118,2.865131996125
"390","40.4449 -87.0297","SRR7686989",40.4449,-87.0297,0.122950755,0.23465304,0.08177761,0.13362359,-0.926061,0.75904197,0.7310774,1.1679193,1.8225223,-1.5277578,5.315246028,4.85393740566667
"391","40.7999 -76.3402","SRR5579859",40.7999,-76.3402,0.00380181,0.056192104,0.3748623,0.33303818,-1.0204833,0.8440809,0.60549474,1.8834255,0.42078224,0.28543726,5.099994103,4.43256345127273
"392","40.801167 -76.3429","SRR7882662",40.801167,-76.3429,-0.02208474,0.05426062,0.38797992,0.6477159,-1.003921,1.0215776,0.592657,1.9122521,0.42026222,0.38044366,5.195045885,4.3493348275
"393","41.01583333 122.405","S256",41.01583333,122.405,0.07975367,0.70445865,-0.34373242,0.81229067,-0.85813504,0.9409166,0.6409368,-0.37898862,0.9167784,-1.5399973,5.348825925,4.637001765
"394","41.12916667 124.1422222","S252",41.12916667,124.1422222,-0.35966066,0.7390044,0.1163831,1.8453366,-1.006013,1.1021096,0.56937706,-0.27659807,1.0404758,-0.2771501,3.186994543,3.186994543
"395","41.136 -111.9047","SRR6958472",41.136,-111.9047,0.24459812,0.12401611,-0.53837264,1.7633121,-0.7187743,1.0516808,0.8038655,0.2069948,0.5397249,-0.93667495,5.231963208,5.231963208
"396","41.6380873 -93.7753044","SRR350919",41.6380873,-93.7753044,0.4325435,0.49470034,-0.07151094,2.5628488,-0.7628707,0.9248097,0.76927024,0.29344273,1.4652162,-2.142158,5.219546283,5.5765674442
"397","41.64166667 123.6147222","S264",41.64166667,123.6147222,0.09281949,0.8360355,-0.20893344,0.45016453,-0.71482885,0.9124619,0.6455436,-0.357153,1.2335877,-0.95474654,5.336112637,5.336112637
"398","41.7655 -111.8143","SRR5687767",41.7655,-111.8143,0.16943464,0.16096088,-0.56535745,3.7612603,-0.6257139,1.4889237,0.82119125,0.2936119,1.4035145,-1.724923,3.744765837,4.51230673033333
"399","41.77083333 123.4386111","S263",41.77083333,123.4386111,-0.5287159,0.84953433,-0.23291992,0.20392801,-0.88504535,0.85281044,0.70543253,-0.3237419,-2.8940208,-3.14773,4.987132371,4.987132371
"400","41.77111111 123.4375","S260",41.77111111,123.4375,-0.5287159,0.84953433,-0.23291992,0.20392801,-0.88504535,0.85281044,0.70543253,-0.3237419,-2.8940208,-3.14773,3.894106743,4.059589767
"401","41.84722222 124.9333333","S253",41.84722222,124.9333333,-0.2075828,0.8648478,0.05966508,-0.19771715,-1.0306883,0.42241806,0.53842354,-0.31169286,0.880113,-0.43099254,3.695111787,3.695111787
"402","41.9167 -93.75","SRR8270004",41.9167,-93.75,0.5635643,0.49610808,-0.0675132,-0.10081984,-0.7009354,0.7066767,0.71925306,0.22872518,0.53914857,-0.41285953,3.161064002,3.02853289133333
"403","41.91833333 123.6008333","S261",41.91833333,123.6008333,-0.24833894,0.85945606,-0.25415793,1.2425115,-0.84086937,1.1731983,0.6468598,-0.39293185,1.4304829,-0.8334382,4.404734703,3.9100723605
"404","42.3938 -85.3708","SRR6184671",42.3938,-85.3708,-0.023464855,0.22885531,0.08877367,2.3047392,-0.8531247,1.1156542,0.68193763,1.0614773,-0.61543584,1.1044692,5.597026698,5.67853154025
"405","42.3948 -85.3738","SRR3988231",42.3948,-85.3738,-0.023464855,0.22885531,0.08877367,2.3047392,-0.8531247,1.1156542,0.68193763,1.0614773,-0.61543584,1.1044692,4.366545727,4.3437154208
"406","42.406189 -85.40016","SRR4027666",42.406189,-85.40016,-0.4351318,0.22556388,0.08802409,NA,-0.8291437,NA,0.6823983,1.0655779,-0.7425012,0.83581185,3.961942443,4.34441053135714
"407","42.43138889 128.1169444","S215",42.43138889,128.1169444,-0.07120795,0.87916726,-0.024412502,1.4138343,-0.86885244,1.137631,0.49976996,-0.2970769,1.6540787,-1.4691159,2.883699929,2.883699929
"408","42.4531 -76.3842","SRR6476469",42.4531,-76.3842,0.038577296,0.1177797,0.2889108,0.6443334,-0.97323364,1.0351635,0.54717654,1.5743245,1.824149,-1.1799805,4.762689773,5.03156349922222
"409","42.481016 -72.178343","SRR7093038",42.481016,-72.178343,-0.14543824,0.15288861,0.44819596,0.06480298,-1.008677,0.9665566,0.5942102,2.1785393,-0.034293473,1.1039896,5.490350738,5.50564044569231
"410","42.532967 -72.209488","SRR4022091",42.532967,-72.209488,-0.34478423,0.17214236,0.40372103,-0.07907763,-1.0430748,0.8328311,0.61149687,2.1195834,-0.079698816,1.1622063,2.367168652,2.367168652
"411","42.550409 -72.180244","SRR4021130",42.550409,-72.180244,-0.23817241,0.16994488,0.42945653,-0.29479867,-1.0450592,0.07248385,0.5862689,2.2337072,-0.026293878,1.2341527,2.981876289,2.32347166025
"412","42.673 -77.032","SRR8439256",42.673,-77.032,0.28584555,0.13584006,0.069909304,0.015667586,-0.7814672,0.6414954,0.6248128,1.0519012,1.2390457,-0.74082774,4.421190432,5.6588735958
"413","42.794771 -84.393804","SRR4027795",42.794771,-84.393804,0.009236359,0.2161011,-0.018665742,0.9614837,-0.9387875,1.1374222,0.6397902,0.8370775,0.39767182,-0.1974922,3.973005887,3.84907585185714
"414","42.94444444 128.4455556","S213",42.94444444,128.4455556,0.02482249,0.8739454,-0.10299318,0.42909807,-0.6872249,0.9956034,0.48192894,-0.35453275,1.1406261,-0.9826474,3.091426763,3.091426763
"415","42.98 -81.24","SRR3747750",42.98,-81.24,-0.091579616,0.22940269,0.2677977,1.1962229,-0.8546534,1.0731674,0.62020594,1.7590591,-1.0303578,-1.9408872,3.618746659,3.57552020566667
"416","43 -92.5","SRR5678805",43,-92.5,0.2855033,0.5729451,0.06378776,0.59333503,-0.6277219,1.0710309,0.67734104,0.30479378,0.85873204,-0.5497159,6.217879124,5.18363756741667
"417","43.2167 116.2333","SRR8205298",43.2167,116.2333,1.2167234,1.1331179,-0.60346097,-0.092653565,-0.4775064,0.5611991,0.5395862,-0.47589585,-0.29806462,0.6061652,4.120533836,3.9800863163125
"418","43.26583333 88.150153","S381",43.26583333,88.150153,-0.091234155,0.7852391,-0.8265851,-0.5252115,-0.83897245,-1.6643653,0.7104562,-0.43423533,1.0712414,-0.66333723,3.894588205,3.894588205
"419","43.3 -89.38","SRR3989460",43.3,-89.38,0.33550948,0.45609072,0.03442931,0.0529715,-0.53187406,0.90736717,0.6510718,0.5160081,2.3488603,-2.2143972,2.70903633,3.80615131129545
"420","43.303333 -89.3325","SRR4026205",43.303333,-89.3325,0.32467732,0.4537217,0.04055086,0.28577647,-0.5248898,0.840292,0.6504575,0.53810674,2.953182,-2.4810214,3.544828696,3.5643596236
"421","43.303611 -89.332778","SRR4026198",43.303611,-89.332778,0.32467732,0.4537217,0.04055086,0.28577647,-0.5248898,0.840292,0.6504575,0.53810674,2.953182,-2.4810214,3.043409979,2.962439626
"422","43.312222 -89.370833","SRR4027028",43.312222,-89.370833,0.26909167,0.45589396,0.044423677,0.3128183,-0.5623515,0.84202117,0.64932775,0.52350587,2.7231839,-2.2733536,4.305979283,4.57488943664706
"423","43.42 -89.32","SRR3989702",43.42,-89.32,0.035768013,0.46135125,0.050295364,-0.037188347,-0.7116129,0.50056136,0.6564026,0.5205744,2.6704552,-2.2305295,2.357691501,2.4743934665
"424","43.42 -89.33","SRR3989700",43.42,-89.33,0.07845144,0.4616726,0.04879621,-0.0810676,-0.6917472,0.56004924,0.6593641,0.5160081,2.6019495,-2.162868,2.599960525,2.599960525
"425","43.42 89.32","SRR3989699",43.42,89.32,-0.61101747,0.09750843,-0.4734093,-0.27148473,-0.8903438,0.46159765,-0.002869611,-0.48553583,0.7625669,-0.40208352,1.465664164,1.850630895
"426","43.42 89.33","SRR3989686",43.42,89.33,-0.61101747,0.09750843,-0.4734093,-0.27148473,-0.8903438,0.46159765,-0.002869611,-0.48553583,0.7625669,-0.40208352,3.029305932,3.029305932
"427","43.43 -89.41","SRR3989606",43.43,-89.41,0.16385652,0.45800036,0.046047762,0.09424951,-0.68692863,0.85935783,0.66827065,0.4939094,0.54931605,-0.56354964,2.291624102,2.291624102
"428","43.44 -92.38","SRR4241755",43.44,-92.38,0.26940086,0.60012805,0.07378212,-0.17198075,-0.49696583,0.35019317,0.6409368,0.28397188,1.5432705,-1.3537894,3.476412598,3.476412598
"429","43.86305556 84.030165","S380",43.86305556,84.030165,-0.31555724,0.36631736,0.030806357,7.742699,0.18602581,1.336853,-0.119803466,-0.39855048,0.894119,-0.4829841,4.307837672,4.307837672
"430","43.9077478 -89.4564398","SRR350471",43.9077478,-89.4564398,-0.07299832,0.47773355,0.029182272,0.267121,-0.84435976,0.9083652,0.65475726,0.3713354,0.34478438,-0.045899045,4.15774561,3.936686531875
"431","44.20517707 -122.1284473","SRR6201865",44.20517707,-122.1284473,-0.8776366,-0.74775404,0.9263013,1.0956917,-1.0147628,1.1988571,0.4618841,0.848225,0.64054775,0.4206838,0.533394585,0.533394585
"432","44.23 -122.22","SRR7968240",44.23,-122.22,-0.99551654,-0.64404476,0.8208608,0.01982158,-1.1095592,0.73677754,0.612144,0.7539635,0.77962387,0.0861169,2.895019631,2.96294810502941
"433","44.4668 -109.6253","SRR7976139",44.4668,-109.6253,-0.40010652,-0.15004854,-0.5462432,0.17865524,-0.76501375,0.95851976,0.568708,0.1758462,0.95359623,-0.44900692,4.221244186,4.221244186
"434","44.54944444 129.7413889","S180",44.54944444,129.7413889,-0.17700903,1.1080354,-0.27989343,1.8923408,-0.62824106,1.1592265,0.6028535,-0.4334987,0.6604707,-0.86350775,5.163997742,5.163997742
"435","44.5508 -123.25","SRR8862977",44.5508,-123.25,-0.38768083,-0.7511461,0.29415783,11.362709,-0.99845105,1.3423594,0.649229,0.20387647,2.4980137,-2.784531,3.404141515,3.404141515
"436","44.575 129.7","S179",44.575,129.7,-0.16186404,1.1258035,-0.289513,1.1897211,-0.7081738,1.2686541,0.61713475,-0.43423533,0.7441097,-1.0055951,5.703612085,5.703612085
"437","44.9 -92.98","SRR7629275",44.9,-92.98,-0.1817972,0.65358627,-0.065389395,3.9930954,-0.64692694,0.8913182,0.67809856,0.15137978,0.6233917,0.20223406,2.644103202,2.644103202
"438","44.9059497 -92.9894484","SRR7629280",44.9059497,-92.9894484,-0.2109464,0.6544629,-0.06963699,1.2829243,-0.7582925,0.9796835,0.68209124,0.15280041,0.42224973,0.51950604,3.944663743,3.944663743
"439","44.95 -92.98","SRR7629274",44.95,-92.98,-0.37795356,0.66701275,-0.0552701,1.010131,-0.7401433,0.8878454,0.6909978,0.16721718,0.765411,0.06764294,1.34074661,1.34074661
"440","44.9564628 -92.9913765","SRR7629279",44.9564628,-92.9913765,-0.21913962,0.6668137,-0.051397283,1.1412399,-0.7775608,1.0379648,0.6876194,0.1787822,-0.97715014,-1.6434728,4.218087677,4.218087677
"441","45.0125 124.9825","S211",45.0125,124.9825,-0.05280882,1.2479367,-0.45841774,1.4969196,-0.60328364,0.82831395,0.6376462,-0.48948205,0.27296585,-0.1784782,5.464895752,5.464895752
"442","45.02 -93.14","SRR7629278",45.02,-93.14,-0.3190942,0.6882841,-0.087252066,0.16322815,-0.8098609,0.8987932,0.704845,0.17347847,-0.3776233,1.049838,1.097615747,1.097615747
"443","45.0822 -123.061","SRR8863040",45.0822,-123.061,-0.21184139,-0.7554468,0.21033011,5.3201494,-1.0168384,1.3084778,0.6363299,0.07403439,2.5842285,-2.010994,3.433282815,3.433282815
"444","45.09 -93.13","SRR7629277",45.09,-93.13,-0.309877,0.67675,-0.07913164,1.098515,-0.77917194,1.0641071,0.68552446,0.18097626,-0.287011,1.0254098,2.456442114,2.456442114
"445","45.11861111 124.4161111","S212",45.11861111,124.4161111,0.14522979,1.2650985,-0.49939463,0.9023,-0.54751307,1.2372324,0.67318463,-0.48948205,-0.14752345,0.43249443,4.360009289,4.360009289
"446","45.15 -92.8","SRR7629276",45.15,-92.8,-0.2772151,0.65358186,-0.021039404,1.4434263,-0.7300496,0.9631093,0.6607564,0.18452781,-0.75106066,1.677159,2.863157507,2.863157507
"447","45.2639 -110.8632","SRR6958552",45.2639,-110.8632,0.22643949,-0.022583311,-0.49389774,7.5506563,-0.6350989,1.2805169,0.68491334,0.23120561,0.9889802,-0.8372274,5.413927922,5.413927922
"448","45.41 126.45","SRR5152881",45.41,126.45,-0.08723386,1.3893086,-0.3635962,-0.21672685,-0.4254471,0.16324319,0.60967165,-0.44454807,1.3680738,-1.4506054,4.258304189,4.258304189
"449","45.54 -73.72","SRR5207342",45.54,-73.72,-0.42868987,NA,NA,0.37753177,-0.823977,0.8900577,NA,NA,-2.8940208,-3.14773,3.600518572,2.854818191
"450","45.5468 -122.376","SRR8863102",45.5468,-122.376,-0.21949084,-0.7016399,0.5908655,0.97843504,-1.0228264,1.0902221,0.6286518,0.706425,1.250194,-0.82165337,3.972117837,3.972117837
"451","45.654 -122.839","SRR8863074",45.654,-122.839,-0.33829618,-0.77622116,0.32126755,2.396928,-1.0113344,1.2257187,0.5492386,0.3157519,1.7735693,-1.598374,3.883020417,3.883020417
"452","45.6996 -121.669","SRR8863101",45.6996,-121.669,-1.0699811,-0.5067653,0.21632673,0.39755103,-1.0820072,0.6634091,0.59416634,0.14764404,1.486681,-0.9428771,4.005935449,4.005935449
"453","45.74666667 126.5930556","S182",45.74666667,126.5930556,-0.48341182,1.281326,-0.33711115,-0.3325266,-0.7891233,-0.19013919,0.6998429,-0.41444474,-2.8940208,-3.14773,5.509481037,5.509481037
"454","45.9233 -120.701","SRR8863177",45.9233,-120.701,-0.29296756,-0.39213124,-0.5416208,-0.31623685,-0.9839067,-0.014093101,0.6539895,-0.24639653,0.82028455,0.23378338,2.896558345,2.896558345
"455","46.42 -83.37","SRR3984885",46.42,-83.37,-0.5056376,0.40405643,0.39272726,0.44579008,-1.010087,1.0497497,0.5073382,1.2551866,0.20057467,0.15589136,4.120910076,3.21790789838095
"456","46.61 -94.16","SRR7629281",46.61,-94.16,-0.5610048,0.7183737,-0.025536867,2.8839018,-0.6783682,1.3635256,0.6031196,0.06499847,-0.82374746,1.4952631,3.143559046,3.447986665
"457","46.61055556 126.8816667","S187",46.61055556,126.8816667,-0.062449284,1.4352438,-0.3436075,0.32520786,-0.45495826,0.7344305,0.6132957,-0.44528466,1.16239,-1.241641,4.359238442,4.359238442
"458","46.6253 -120.532","SRR8863176",46.6253,-120.532,0.022965562,-0.0966679,-0.76911753,1.3647922,-0.88369423,0.9737289,0.8046442,-0.2905939,0.7720016,0.1379688,2.891579734,2.891579734
"459","46.6992 -120.899","SRR8863178",46.6992,-120.899,-0.26029888,-0.2492068,-0.52812845,0.5470111,-0.8816104,0.9942309,0.62830377,-0.20273934,0.7659941,0.09552829,5.08315505,5.08315505
"460","47.20055556 124.2113889","S185",47.20055556,124.2113889,-0.57516253,1.3211284,-0.48227927,1.198184,-0.532399,0.8508774,0.61318606,-0.49958432,0.03686377,0.16167198,4.397306516,4.397306516
"461","47.29444444 129.4255556","S188",47.29444444,129.4255556,-0.23511705,1.377567,-0.17220415,1.7015152,-0.674465,1.1949837,0.5770552,-0.37898862,0.81156176,-1.0396968,3.568693073,3.568693073
"462","47.32388889 124.0875","S186",47.32388889,124.0875,0.13748895,1.3490249,-0.49901983,1.1823988,-0.6477017,0.90814155,0.63715255,-0.4950067,-0.22713982,-0.28952762,4.837961099,4.837961099
